q_type	len_type	user	expUserID	game_type	usr_type	duration	id	game_id	slang	tlang	score	task_num	slack	total	divref0	divref1	divref2	divsrc0	divsrc1	divsrc2	divtrn0	divref-divref	divref-divsrc	divref-divtrn	divsrc-divref	divsrc-divsrc	divsrc-divtrn	divtrn-divref	divtrn-divsrc	divtrn-divtrn
min	long	user14	14	src	yes	45.41	667	14_750	es	en	70	13	2.25	43.16	0.00	0.00	0.00	4.06	23.17	9.57	6.36	0	0	0	0	531	2	0	1	159
min	short	user14	14	src	yes	21.11	1679	14_750	es	en	80	14	2.77	18.34	0.00	0.00	0.00	1.02	6.33	6.60	4.40	0	0	0	0	184	2	0	1	20
min	short	user14	14	src	yes	18.16	1125	14_750	es	en	34	15	3.21	14.95	0.00	0.00	0.00	0.00	8.90	1.53	4.52	0	0	0	0	141	2	0	1	22
min	short	user14	14	src	yes	6.61	2788	14_750	es	en	0	16	5.18	1.44	0.00	0.00	0.00	0.00	1.10	0.33	0.00	0	0	0	0	8	0	0	0	0
min	short	user14	14	src	yes	13.83	5	14_750	es	en	76	17	6.71	7.12	0.00	0.00	0.00	0.00	6.20	0.93	0.00	0	0	0	0	69	0	0	0	0
min	mid	user14	14	src	yes	13.27	1185	14_750	es	en	63	18	3.78	9.49	0.00	0.00	0.00	0.00	7.57	0.09	1.84	0	0	0	0	83	2	0	1	15
min	mid	user14	14	src	yes	17.72	470	14_750	es	en	41	19	2.00	15.72	0.00	0.00	0.00	0.00	9.14	4.95	1.63	0	0	0	0	181	1	0	0	21
min	mid	user14	14	src	yes	23.16	2681	14_750	es	en	65	20	2.02	21.14	0.00	0.00	0.00	0.09	11.30	2.17	7.58	0	0	0	0	184	2	0	1	191
max	long	user14	14	src+tgt	yes	47.88	125	14_325	es	en	59	1	3.15	44.73	0.00	1.03	3.29	0.00	26.78	7.27	6.36	36	4	0	4	422	5	0	4	94
max	long	user14	14	src+tgt	yes	49.99	2699	14_325	es	en	24	2	1.38	48.61	0.00	7.51	1.34	2.17	18.54	14.61	4.45	118	7	0	7	219	2	0	1	1
max	long	user14	14	src+tgt	yes	44.29	2367	14_325	es	en	74	3	1.99	42.30	0.00	6.67	2.46	0.00	22.09	7.52	3.56	130	7	0	7	503	1	0	0	71
max	short	user14	14	src+tgt	yes	18.34	1590	14_325	es	en	68	4	4.14	14.20	0.00	0.00	0.83	0.00	0.00	9.89	3.47	13	1	0	0	32	3	1	1	77
max	short	user14	14	src+tgt	yes	16.32	1057	14_325	es	en	90	5	2.47	13.85	0.00	1.11	0.00	0.00	2.83	6.02	3.89	10	1	0	1	44	3	0	2	48
max	mid	user14	14	src+tgt	yes	20.88	479	14_325	es	en	30	6	1.88	19.00	0.00	6.99	0.00	0.00	7.53	2.15	2.33	29	2	0	2	106	1	0	0	57
max	mid	user14	14	src+tgt	yes	26.22	1830	14_325	es	en	86	7	6.12	20.10	0.00	4.29	1.09	1.28	7.01	6.42	0.00	49	3	0	3	168	0	0	0	0
max	short	user14	14	src+tgt	yes	11.79	855	14_325	es	en	73	8	1.87	9.92	0.00	0.00	0.00	0.02	5.76	0.27	3.87	0	0	0	0	27	1	0	0	47
max	mid	user14	14	src+tgt	yes	36.32	1011	14_325	es	en	50	9	3.21	33.11	0.00	3.57	0.00	0.00	14.98	8.59	5.97	53	5	0	5	190	2	0	1	41
max	mid	user14	14	src+tgt	yes	27.38	1828	14_325	es	en	70	10	1.78	25.60	0.00	4.52	1.17	0.06	9.96	9.89	0.00	87	4	0	4	123	0	0	0	0
min	long	user14	14	src+tgt	yes	21.26	1302	14_325	es	en	38	11	2.57	18.69	0.00	3.59	1.36	0.00	4.97	8.02	0.74	56	5	0	5	105	1	0	0	10
min	long	user14	14	src+tgt	yes	40.04	663	14_325	es	en	50	12	2.20	37.84	0.00	4.05	0.97	0.00	24.26	4.56	3.99	45	6	0	6	293	3	0	2	52
min	long	user14	14	src+tgt	yes	35.97	1216	14_325	es	en	70	13	1.90	34.07	0.00	0.37	1.50	0.00	21.34	4.36	6.50	13	2	1	3	354	2	0	2	64
min	short	user14	14	src+tgt	yes	11.60	974	14_325	es	en	59	14	1.81	9.79	0.00	0.00	0.00	0.00	0.00	6.03	3.76	0	0	0	0	24	2	0	1	21
min	long	user14	14	src+tgt	yes	48.57	1829	14_325	es	en	63	15	3.54	45.03	0.58	5.70	0.00	0.00	17.32	17.04	4.39	144	7	0	6	426	3	0	2	79
min	short	user14	14	src+tgt	yes	14.07	2575	14_325	es	en	100	16	6.05	8.02	0.00	0.00	0.00	0.00	0.03	7.34	0.65	0	0	0	0	46	2	0	1	13
min	short	user14	14	src+tgt	yes	17.35	124	14_325	es	en	22	17	3.29	14.06	0.00	3.57	0.00	0.09	3.12	4.20	3.07	22	1	1	1	25	1	0	1	9
min	mid	user14	14	src+tgt	yes	17.54	1632	14_325	es	en	85	18	2.40	15.14	0.00	3.96	0.00	0.00	1.33	5.18	4.66	4	1	0	1	21	1	0	0	131
min	mid	user14	14	src+tgt	yes	66.16	1462	14_325	es	en	77	19	1.67	64.49	0.50	5.45	0.11	0.46	12.54	29.89	15.53	30	4	0	4	234	10	0	9	155
min	mid	user14	14	src+tgt	yes	30.44	930	14_325	es	en	80	20	1.98	28.46	0.13	2.65	0.00	0.35	16.69	7.04	1.59	62	5	0	5	276	2	0	1	25
max	long	user14	14	tgt	yes	23.16	2968	14_908	es	en	45	1	3.88	19.28	0.00	6.96	1.47	0.00	0.00	0.00	10.86	20	0	2	0	0	0	1	0	86
max	long	user14	14	tgt	yes	19.67	1123	14_908	es	en	7	2	1.58	18.09	0.00	10.80	0.42	0.00	0.00	0.00	6.86	42	0	2	0	0	0	2	0	24
max	long	user14	14	tgt	yes	35.85	677	14_908	es	en	26	3	5.81	30.04	0.00	15.88	8.88	0.00	0.00	0.00	5.28	211	0	4	0	0	0	3	0	28
max	short	user14	14	tgt	yes	9.02	2789	14_908	es	en	43	4	4.96	4.06	0.00	0.00	0.00	0.00	0.00	0.00	4.06	0	0	0	0	0	0	0	0	10
max	short	user14	14	tgt	yes	10.16	722	14_908	es	en	82	5	9.38	0.77	0.00	0.00	0.00	0.00	0.00	0.00	0.77	0	0	0	0	0	0	0	0	6
max	short	user14	14	tgt	yes	10.98	2365	14_908	es	en	90	6	3.89	7.09	0.00	1.54	0.00	0.00	0.00	0.00	5.55	2	0	1	0	0	0	0	0	3
max	short	user14	14	tgt	yes	20.33	1553	14_908	es	en	83	7	2.58	17.75	0.00	10.92	0.44	0.00	0.00	0.00	6.39	19	0	2	0	0	0	1	0	44
max	mid	user14	14	tgt	yes	12.85	2075	14_908	es	en	93	8	7.65	5.20	0.00	3.14	0.00	0.00	0.00	0.00	2.07	4	0	1	0	0	0	0	0	19
max	mid	user14	14	tgt	yes	21.29	594	14_908	es	en	57	9	4.57	16.72	0.00	11.89	2.76	0.00	0.00	0.00	2.07	49	0	1	0	0	0	0	0	60
max	mid	user14	14	tgt	yes	20.02	451	14_908	es	en	50	10	4.67	15.35	0.00	8.57	2.71	0.00	0.00	0.00	4.08	41	0	2	0	0	0	2	0	50
min	short	user14	14	tgt	yes	9.32	661	14_908	es	en	63	11	5.82	3.50	0.00	0.00	0.63	0.00	0.00	0.00	2.87	2	0	1	0	0	0	1	0	45
min	mid	user14	14	tgt	yes	19.01	352	14_908	es	en	80	12	2.96	16.05	0.00	4.13	4.08	0.00	0.00	0.00	7.84	14	0	2	0	0	0	1	0	111
min	long	user14	14	tgt	yes	20.50	4	14_908	es	en	61	13	3.41	17.09	0.00	10.52	1.89	0.00	0.00	0.00	4.68	59	0	1	0	0	0	0	0	41
min	long	user14	14	tgt	yes	22.90	2035	14_908	es	en	19	14	3.75	19.15	0.00	15.53	2.52	0.00	0.00	0.00	1.10	105	0	1	0	0	0	0	0	10
min	long	user14	14	tgt	yes	31.47	2207	14_908	es	en	51	15	3.21	28.26	1.75	9.19	3.29	0.00	0.00	0.00	14.03	59	0	4	0	0	0	3	0	60
min	short	user14	14	tgt	yes	19.91	2741	14_908	es	en	55	16	3.25	16.66	0.00	9.66	0.77	0.00	0.00	0.00	6.23	29	0	1	0	0	0	0	0	61
min	short	user14	14	tgt	yes	15.05	752	14_908	es	en	90	17	6.88	8.17	0.00	7.44	0.73	0.00	0.00	0.00	0.00	51	0	0	0	0	0	0	0	0
min	mid	user14	14	tgt	yes	21.52	2708	14_908	es	en	59	18	5.93	15.59	0.00	6.36	0.00	0.00	0.00	0.00	9.22	20	0	2	0	0	0	1	0	7
min	mid	user14	14	tgt	yes	14.10	466	14_908	es	en	7	19	4.14	9.96	0.00	3.19	1.65	0.00	0.00	0.00	5.12	18	0	1	0	0	0	0	0	51
min	mid	user14	14	tgt	yes	18.22	142	14_908	es	en	58	20	4.53	13.69	0.00	5.82	0.50	0.00	0.00	0.00	7.37	34	0	2	0	0	0	1	0	45
max	long	user15	15	src	no	69.68	125	15_1125	es	en	42	1	11.67	58.01	0.00	0.00	0.00	5.49	18.44	32.12	1.96	0	0	0	0	296	2	0	1	6
max	long	user15	15	src	no	107.43	2699	15_1125	es	en	38	2	2.85	104.58	0.00	0.00	0.00	19.15	35.37	41.99	8.06	0	0	0	0	377	3	0	2	68
max	long	user15	15	src	no	98.89	2367	15_1125	es	en	76	3	5.57	93.32	0.00	0.00	0.00	43.04	5.48	32.09	12.71	0	0	0	0	737	4	0	4	119
max	short	user15	15	src	no	61.73	1590	15_1125	es	en	40	4	12.13	49.60	0.00	0.00	0.00	20.52	0.63	18.06	10.39	0	0	0	0	100	0	0	1	1
max	short	user15	15	src	no	32.00	1057	15_1125	es	en	82	5	2.45	29.55	0.00	0.00	0.00	3.71	18.03	7.81	0.00	0	0	0	0	197	0	0	0	0
max	mid	user15	15	src	no	40.55	479	15_1125	es	en	57	6	8.17	32.38	0.00	0.00	0.00	15.63	13.40	3.35	0.00	0	0	0	0	243	0	0	0	0
max	mid	user15	15	src	no	42.73	1830	15_1125	es	en	76	7	8.56	34.17	0.00	0.00	0.00	18.18	0.37	15.62	0.00	0	0	0	0	411	0	0	0	0
max	short	user15	15	src	no	29.40	855	15_1125	es	en	37	8	6.72	22.68	0.00	0.00	0.00	15.89	0.73	6.06	0.00	0	0	0	0	124	0	0	0	0
max	mid	user15	15	src	no	62.64	1011	15_1125	es	en	61	9	10.08	52.56	0.00	0.00	0.00	26.70	9.49	15.29	1.07	0	0	0	0	325	1	0	0	2
max	mid	user15	15	src	no	38.58	1828	15_1125	es	en	91	10	3.38	35.20	0.00	0.00	0.00	11.90	4.73	14.68	3.90	0	0	0	0	196	2	0	1	18
min	long	user15	15	src	no	84.04	1302	15_1125	es	en	65	11	5.78	78.26	0.00	0.00	0.00	31.17	14.44	31.22	1.44	0	0	0	0	725	2	0	1	16
min	long	user15	15	src	no	59.79	663	15_1125	es	en	45	12	15.03	44.76	0.00	0.00	0.00	11.67	15.31	17.78	0.00	0	0	0	0	226	0	0	0	0
min	long	user15	15	src	no	57.14	1216	15_1125	es	en	90	13	17.07	40.07	0.00	0.00	0.00	19.19	5.09	15.79	0.00	0	0	0	0	344	0	0	0	0
min	short	user15	15	src	no	29.72	974	15_1125	es	en	17	14	3.11	26.61	0.00	0.00	0.00	1.53	3.23	21.85	0.00	0	0	0	0	103	0	0	0	0
min	long	user15	15	src	no	103.90	1829	15_1125	es	en	52	15	3.81	100.09	0.00	0.00	0.00	26.02	21.35	44.56	8.16	0	0	0	0	1045	3	0	2	91
min	short	user15	15	src	no	30.43	2575	15_1125	es	en	80	16	12.54	17.89	0.00	0.00	0.00	8.33	0.03	9.23	0.30	0	0	0	0	186	1	0	0	0
min	short	user15	15	src	no	38.89	124	15_1125	es	en	54	17	6.52	32.38	0.00	0.00	0.00	16.03	0.03	16.32	0.00	0	0	0	0	197	0	0	0	0
min	mid	user15	15	src	no	30.24	1632	15_1125	es	en	63	18	5.96	24.28	0.00	0.00	0.00	17.65	3.71	2.92	0.00	0	0	0	0	114	0	0	0	0
min	mid	user15	15	src	no	63.08	1462	15_1125	es	en	73	19	5.50	57.58	0.00	0.00	0.00	31.74	3.30	19.58	2.96	0	0	0	0	342	1	0	0	35
min	mid	user15	15	src	no	53.14	930	15_1125	es	en	80	20	4.34	48.80	0.00	0.00	0.00	18.39	19.50	7.82	3.09	0	0	0	0	235	1	0	1	5
max	long	user15	15	src+tgt	no	86.32	2968	15_919	es	en	57	1	3.08	83.24	6.99	5.26	5.29	19.11	34.52	10.22	1.83	129	6	0	6	276	2	0	2	8
max	long	user15	15	src+tgt	no	97.81	1123	15_919	es	en	45	2	3.83	93.98	12.86	3.89	10.36	38.96	9.20	18.01	0.70	341	16	1	16	504	1	1	0	1
max	long	user15	15	src+tgt	no	119.43	677	15_919	es	en	38	3	2.86	116.57	6.56	16.10	11.33	18.92	49.30	13.76	0.60	358	22	1	23	804	0	0	1	1
max	short	user15	15	src+tgt	no	50.59	2789	15_919	es	en	59	4	8.99	41.60	0.73	0.00	0.00	3.73	0.83	36.30	0.00	22	1	0	1	370	0	0	0	0
max	short	user15	15	src+tgt	no	29.47	722	15_919	es	en	69	5	6.19	23.28	0.00	0.00	0.00	17.62	1.90	0.66	3.10	0	0	0	0	42	1	0	1	0
max	short	user15	15	src+tgt	no	28.14	2365	15_919	es	en	82	6	2.67	25.47	2.13	0.00	0.00	10.89	2.89	9.56	0.00	41	3	0	3	212	0	0	0	0
max	short	user15	15	src+tgt	no	34.73	1553	15_919	es	en	75	7	4.92	29.81	4.96	0.23	2.69	6.16	5.03	10.06	0.68	28	2	1	3	147	0	0	1	1
max	mid	user15	15	src+tgt	no	33.95	2075	15_919	es	en	86	8	1.78	32.17	4.07	0.00	7.10	9.12	2.69	9.19	0.00	211	7	0	7	226	0	0	0	0
max	mid	user15	15	src+tgt	no	77.22	594	15_919	es	en	45	9	7.14	70.08	8.33	0.43	4.20	26.70	19.40	11.02	0.00	215	13	0	13	401	0	0	0	0
max	mid	user15	15	src+tgt	no	86.82	451	15_919	es	en	68	10	4.96	81.86	2.06	6.57	2.33	17.62	39.33	10.38	3.56	50	5	1	6	390	2	0	2	24
min	short	user15	15	src+tgt	no	28.94	661	15_919	es	en	86	11	8.16	20.78	1.41	0.00	0.00	10.48	1.63	3.93	3.33	26	1	1	2	72	1	0	2	14
min	mid	user15	15	src+tgt	no	66.54	352	15_919	es	en	80	12	3.59	62.95	2.46	4.73	4.43	18.88	9.97	22.48	0.00	109	10	0	10	498	0	0	0	0
min	long	user15	15	src+tgt	no	41.56	4	15_919	es	en	56	13	2.12	39.44	1.00	4.70	0.00	5.72	8.96	18.73	0.33	68	4	0	4	250	1	0	0	2
min	long	user15	15	src+tgt	no	70.66	2035	15_919	es	en	53	14	3.65	67.01	2.59	6.86	1.77	21.62	17.25	16.91	0.00	204	14	0	13	487	0	0	0	0
min	long	user15	15	src+tgt	no	51.67	2207	15_919	es	en	37	15	1.83	49.84	8.62	3.47	3.83	7.73	3.86	19.83	2.50	159	10	1	11	283	0	0	0	35
min	short	user15	15	src+tgt	no	27.17	2741	15_919	es	en	26	16	6.89	20.28	0.80	0.00	1.10	2.43	9.23	3.80	2.93	19	2	0	2	157	0	0	1	3
min	short	user15	15	src+tgt	no	67.37	752	15_919	es	en	71	17	9.05	58.32	7.36	2.59	5.10	25.61	3.80	13.86	0.00	135	10	0	10	404	0	0	0	0
min	mid	user15	15	src+tgt	no	28.97	2708	15_919	es	en	56	18	7.15	21.82	1.13	0.07	0.33	12.46	0.00	7.83	0.00	33	2	0	3	160	0	0	0	0
min	mid	user15	15	src+tgt	no	69.10	466	15_919	es	en	38	19	4.72	64.38	1.40	6.83	0.00	21.66	6.96	22.33	5.20	63	4	1	5	346	1	0	2	5
min	mid	user15	15	src+tgt	no	29.55	142	15_919	es	en	60	20	4.41	25.14	1.40	0.93	0.00	9.02	7.63	6.16	0.00	18	4	0	4	193	0	0	0	0
max	long	user15	15	tgt	no	27.60	178	15_552	es	en	35	1	2.59	25.01	0.00	24.25	0.00	0.00	0.00	0.00	0.77	43	0	1	0	0	0	0	0	12
max	long	user15	15	tgt	no	38.81	82	15_552	es	en	60	2	3.91	34.90	5.69	18.35	9.59	0.00	0.00	0.00	1.27	228	0	1	0	0	0	0	0	30
max	short	user15	15	tgt	no	29.91	1306	15_552	es	en	57	3	10.76	19.15	19.15	0.00	0.00	0.00	0.00	0.00	0.00	62	0	0	0	0	0	0	0	0
max	long	user15	15	tgt	no	56.42	1992	15_552	es	en	81	4	5.16	51.26	39.66	6.70	0.27	0.00	0.00	0.00	4.63	316	0	0	0	0	0	1	0	2
max	long	user15	15	tgt	no	80.25	2366	15_552	es	en	67	5	8.82	71.43	14.58	32.31	18.95	0.00	0.00	0.00	5.59	435	0	1	0	0	0	1	0	1
max	short	user15	15	tgt	no	14.71	1132	15_552	es	en	91	6	1.32	13.39	6.06	0.00	0.00	0.00	0.00	0.00	7.33	15	0	1	0	0	0	1	0	1
max	short	user15	15	tgt	no	28.91	2373	15_552	es	en	56	7	5.40	23.51	19.68	0.00	3.73	0.00	0.00	0.00	0.10	45	0	1	0	0	0	1	0	0
max	mid	user15	15	tgt	no	39.11	603	15_552	es	en	67	8	7.99	31.12	19.85	6.15	0.00	0.00	0.00	0.00	5.12	147	0	2	0	0	0	1	0	0
max	mid	user15	15	tgt	no	43.19	846	15_552	es	en	70	9	5.87	37.32	27.99	7.50	1.83	0.00	0.00	0.00	0.00	122	0	0	0	0	0	0	0	0
max	mid	user15	15	tgt	no	32.98	1068	15_552	es	en	68	10	11.23	21.75	16.22	5.53	0.00	0.00	0.00	0.00	0.00	56	0	0	0	0	0	0	0	0
min	long	user15	15	tgt	no	29.59	2680	15_552	es	en	74	11	9.07	20.52	9.54	3.89	6.50	0.00	0.00	0.00	0.60	108	0	1	0	0	0	0	0	2
min	long	user15	15	tgt	no	46.08	1839	15_552	es	en	87	12	7.41	38.67	16.25	8.36	14.05	0.00	0.00	0.00	0.00	197	0	0	0	0	0	0	0	0
min	long	user15	15	tgt	no	60.97	667	15_552	es	en	51	13	7.48	53.49	21.36	15.24	16.88	0.00	0.00	0.00	0.00	281	0	0	0	0	0	0	0	0
min	short	user15	15	tgt	no	15.65	1679	15_552	es	en	74	14	4.43	11.22	10.79	0.00	0.43	0.00	0.00	0.00	0.00	27	0	0	0	0	0	0	0	0
min	short	user15	15	tgt	no	14.31	1125	15_552	es	en	33	15	5.28	9.03	1.86	3.50	3.67	0.00	0.00	0.00	0.00	29	0	0	0	0	0	0	0	0
min	short	user15	15	tgt	no	12.30	2788	15_552	es	en	22	16	6.35	5.95	2.05	0.00	0.00	0.00	0.00	0.00	3.90	2	0	1	0	0	0	0	0	2
min	short	user15	15	tgt	no	21.74	5	15_552	es	en	55	17	7.25	14.49	8.12	4.96	1.40	0.00	0.00	0.00	0.00	95	0	0	0	0	0	0	0	0
min	mid	user15	15	tgt	no	24.24	1185	15_552	es	en	32	18	4.65	19.59	17.19	0.00	0.30	0.00	0.00	0.00	2.10	27	0	0	0	0	0	1	0	7
min	mid	user15	15	tgt	no	35.20	470	15_552	es	en	23	19	3.53	31.67	24.41	0.00	6.96	0.00	0.00	0.00	0.30	83	0	1	0	0	0	0	0	0
min	mid	user15	15	tgt	no	15.42	2681	15_552	es	en	69	20	7.73	7.69	1.26	5.83	0.60	0.00	0.00	0.00	0.00	21	0	0	0	0	0	0	0	0
max	long	user16	16	src	yes	30.62	2968	16_1102	es	en	40	1	7.17	23.45	0.00	0.00	0.00	0.00	12.52	7.28	3.65	0	0	0	0	263	3	0	2	34
max	long	user16	16	src	yes	59.09	1123	16_1102	es	en	43	2	3.37	55.72	0.00	0.00	0.00	5.86	20.57	19.81	9.48	0	0	0	0	559	5	0	5	37
max	long	user16	16	src	yes	66.45	677	16_1102	es	en	40	3	1.96	64.49	0.00	0.00	0.00	11.46	31.14	13.61	8.29	0	0	0	0	360	3	0	2	49
max	short	user16	16	src	yes	28.70	2789	16_1102	es	en	50	4	4.76	23.94	0.00	0.00	0.00	0.00	11.09	1.67	11.19	0	0	0	0	125	2	0	1	24
max	short	user16	16	src	yes	55.79	722	16_1102	es	en	45	5	12.93	42.86	0.00	0.00	0.00	2.23	14.30	10.04	16.29	0	0	0	0	147	4	0	4	91
max	short	user16	16	src	yes	38.03	2365	16_1102	es	en	62	6	4.91	33.12	0.00	0.00	0.00	1.00	17.68	10.76	3.69	0	0	0	0	328	2	0	1	13
max	short	user16	16	src	yes	42.51	1553	16_1102	es	en	61	7	6.48	36.03	0.00	0.00	0.00	1.44	19.88	14.71	0.00	0	0	0	0	295	0	0	0	0
max	mid	user16	16	src	yes	58.16	2075	16_1102	es	en	53	8	3.69	54.47	0.00	0.00	0.00	1.09	18.71	27.65	7.02	0	0	0	0	386	4	0	5	52
max	mid	user16	16	src	yes	30.44	594	16_1102	es	en	40	9	2.60	27.84	0.00	0.00	0.00	0.00	18.53	6.49	2.82	0	0	0	0	277	3	0	2	22
max	mid	user16	16	src	yes	60.98	451	16_1102	es	en	38	10	2.05	58.93	0.00	0.00	0.00	0.00	29.17	22.11	7.65	0	0	0	0	355	2	0	2	27
min	short	user16	16	src	yes	41.54	661	16_1102	es	en	61	11	3.21	38.33	0.00	0.00	0.00	8.74	25.19	2.86	1.53	0	0	0	0	202	2	0	1	16
min	mid	user16	16	src	yes	52.53	352	16_1102	es	en	40	12	1.94	50.59	0.00	0.00	0.00	6.96	23.67	12.71	7.25	0	0	0	0	333	3	0	3	5
min	long	user16	16	src	yes	39.74	4	16_1102	es	en	58	13	3.21	36.53	0.00	0.00	0.00	12.40	11.36	10.11	2.66	0	0	0	0	423	1	0	1	16
min	long	user16	16	src	yes	30.48	2035	16_1102	es	en	34	14	2.47	28.01	0.00	0.00	0.00	5.85	13.00	2.92	6.24	0	0	0	0	177	4	0	5	40
min	long	user16	16	src	yes	32.82	2207	16_1102	es	en	64	15	1.68	31.14	0.00	0.00	0.00	2.43	13.54	12.98	2.19	0	0	0	0	272	1	0	1	9
min	short	user16	16	src	yes	23.33	2741	16_1102	es	en	37	16	1.49	21.84	0.00	0.00	0.00	1.37	7.84	9.95	2.68	0	0	0	0	107	2	0	1	3
min	short	user16	16	src	yes	22.45	752	16_1102	es	en	58	17	2.43	20.02	0.00	0.00	0.00	2.37	10.89	6.46	0.30	0	0	0	0	134	1	0	0	0
min	mid	user16	16	src	yes	10.39	2708	16_1102	es	en	60	18	3.13	7.26	0.00	0.00	0.00	1.63	1.23	2.07	2.33	0	0	0	0	71	1	0	0	14
min	mid	user16	16	src	yes	26.71	466	16_1102	es	en	50	19	5.70	21.01	0.00	0.00	0.00	0.13	8.79	8.72	3.36	0	0	0	0	117	1	0	0	12
min	mid	user16	16	src	yes	22.81	142	16_1102	es	en	59	20	2.96	19.85	0.00	0.00	0.00	7.29	3.80	8.09	0.67	0	0	0	0	222	1	0	0	11
max	long	user16	16	src+tgt	yes	25.62	178	16_915	es	en	42	1	6.07	19.55	2.80	0.00	0.00	13.42	3.27	0.07	0.00	81	2	0	2	106	0	0	0	0
max	long	user16	16	src+tgt	yes	22.26	82	16_915	es	en	55	2	3.28	18.98	4.63	0.00	0.43	4.67	0.70	8.56	0.00	63	5	0	5	103	0	0	0	0
max	short	user16	16	src+tgt	yes	23.25	1306	16_915	es	en	62	3	2.07	21.18	3.31	0.00	0.00	3.08	1.33	13.45	0.00	53	4	0	4	107	0	0	0	0
max	long	user16	16	src+tgt	yes	31.37	1992	16_915	es	en	73	4	4.55	26.82	10.05	3.73	1.53	3.57	6.19	1.33	0.41	212	7	0	8	86	0	0	1	3
max	long	user16	16	src+tgt	yes	31.29	2366	16_915	es	en	60	5	1.91	29.38	6.26	4.59	3.87	0.37	2.93	11.06	0.30	179	8	0	7	163	1	0	0	1
max	short	user16	16	src+tgt	yes	23.02	1132	16_915	es	en	62	6	2.20	20.82	1.87	0.00	0.00	5.73	2.36	10.56	0.30	29	2	0	2	132	1	0	0	1
max	short	user16	16	src+tgt	yes	13.58	2373	16_915	es	en	56	7	1.76	11.82	0.73	0.00	0.00	3.68	2.72	4.39	0.30	18	1	0	1	83	1	0	0	0
max	mid	user16	16	src+tgt	yes	24.44	603	16_915	es	en	40	8	9.65	14.79	5.50	0.00	0.56	0.37	8.37	0.00	0.00	31	2	0	3	27	0	0	0	0
max	mid	user16	16	src+tgt	yes	29.66	846	16_915	es	en	58	9	1.38	28.28	1.23	0.00	5.03	10.00	1.00	11.02	0.00	10	3	0	3	313	0	0	0	0
max	mid	user16	16	src+tgt	yes	12.78	1068	16_915	es	en	42	10	1.76	11.02	0.00	0.00	0.00	3.20	0.00	7.82	0.00	0	0	0	0	93	0	0	0	0
min	long	user16	16	src+tgt	yes	22.64	2680	16_915	es	en	48	11	2.88	19.76	0.00	0.00	0.73	10.62	1.09	6.12	1.19	7	1	0	1	99	1	0	1	1
min	long	user16	16	src+tgt	yes	36.03	1839	16_915	es	en	59	12	5.09	30.94	4.36	1.68	3.98	4.86	12.61	3.44	0.00	41	5	0	6	71	0	0	0	0
min	long	user16	16	src+tgt	yes	30.25	667	16_915	es	en	54	13	5.59	24.66	0.00	0.00	0.00	3.93	17.76	2.97	0.00	0	0	0	0	94	0	0	0	0
min	short	user16	16	src+tgt	yes	15.29	1679	16_915	es	en	38	14	3.87	11.42	0.00	0.00	0.00	6.37	0.00	5.06	0.00	0	0	0	0	54	0	0	0	0
min	short	user16	16	src+tgt	yes	20.84	1125	16_915	es	en	45	15	3.32	17.52	1.63	0.00	0.00	7.80	4.63	1.93	1.53	26	1	0	1	111	0	0	1	7
min	short	user16	16	src+tgt	yes	10.24	2788	16_915	es	en	43	16	9.94	0.30	0.00	0.00	0.00	0.30	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0
min	short	user16	16	src+tgt	yes	26.65	5	16_915	es	en	45	17	1.14	25.51	2.96	0.03	0.26	10.39	2.23	8.72	0.90	34	2	0	2	211	2	0	1	1
min	mid	user16	16	src+tgt	yes	29.24	1185	16_915	es	en	55	18	1.95	27.29	3.30	0.00	0.07	0.90	7.39	15.63	0.00	22	2	0	2	66	0	0	0	0
min	mid	user16	16	src+tgt	yes	16.34	470	16_915	es	en	35	19	6.49	9.85	0.00	0.00	0.30	8.01	0.57	0.96	0.00	1	0	0	1	50	0	0	0	0
min	mid	user16	16	src+tgt	yes	33.54	2681	16_915	es	en	40	20	9.55	23.99	0.00	0.00	0.00	18.02	5.30	0.68	0.00	0	0	0	0	152	0	0	0	0
max	long	user16	16	tgt	yes	24.51	125	16_437	es	en	57	1	0.65	23.86	4.76	12.77	6.02	0.00	0.00	0.00	0.30	68	0	1	0	0	0	0	0	0
max	long	user16	16	tgt	yes	9.16	2699	16_437	es	en	50	2	6.07	3.09	0.43	0.00	0.00	0.00	0.00	0.00	2.66	1	0	0	0	0	0	1	0	11
max	long	user16	16	tgt	yes	36.38	2367	16_437	es	en	58	3	8.41	27.97	10.75	11.71	2.34	0.00	0.00	0.00	3.18	122	0	2	0	0	0	2	0	14
max	short	user16	16	tgt	yes	17.10	1590	16_437	es	en	40	4	15.26	1.84	1.84	0.00	0.00	0.00	0.00	0.00	0.00	9	0	0	0	0	0	0	0	0
max	short	user16	16	tgt	yes	23.60	1057	16_437	es	en	60	5	17.80	5.80	5.80	0.00	0.00	0.00	0.00	0.00	0.00	36	0	0	0	0	0	0	0	0
max	mid	user16	16	tgt	yes	28.47	479	16_437	es	en	31	6	16.82	11.65	1.37	7.09	2.79	0.00	0.00	0.00	0.40	18	0	1	0	0	0	0	0	3
max	mid	user16	16	tgt	yes	19.71	1830	16_437	es	en	60	7	7.83	11.88	11.32	0.00	0.57	0.00	0.00	0.00	0.00	87	0	0	0	0	0	0	0	0
