q_type	len_type	user	expUserID	game_type	usr_type	duration	id	game_id	slang	tlang	score	task_num	slack	total	divref0	divref1	divref2	divsrc0	divsrc1	divsrc2	divtrn0	divref-divref	divref-divsrc	divref-divtrn	divsrc-divref	divsrc-divsrc	divsrc-divtrn	divtrn-divref	divtrn-divsrc	divtrn-divtrn
max	mid	user9	9	src+tgt	no	41.31	340	9_269	es	en	80	7	2.27	39.04	0.00	2.27	0.00	0.00	27.88	5.06	3.83	43	4	0	4	448	1	0	0	107
max	mid	user9	9	src+tgt	no	28.75	1851	9_269	es	en	40	8	1.97	26.78	0.00	1.30	2.86	0.00	5.90	5.26	11.46	16	1	1	1	104	2	1	2	88
max	short	user9	9	src+tgt	no	16.36	215	9_269	es	en	80	9	5.94	10.42	0.00	0.00	0.00	0.00	1.76	8.36	0.30	0	0	0	0	67	1	0	0	0
max	mid	user9	9	src+tgt	no	50.39	1600	9_269	es	en	40	10	2.50	47.89	0.00	4.00	0.00	0.04	29.01	9.56	5.29	37	2	0	2	446	1	0	0	121
min	long	user9	9	src+tgt	no	54.02	2968	9_269	es	en	35	11	6.16	47.86	0.00	0.00	0.00	0.00	32.24	1.17	14.46	0	0	0	0	292	1	0	0	305
min	long	user9	9	src+tgt	no	40.39	1123	9_269	es	en	35	12	0.89	39.50	0.00	3.90	0.53	0.00	20.12	9.19	5.76	26	1	0	1	180	1	0	1	72
min	long	user9	9	src+tgt	no	47.31	677	9_269	es	en	35	13	1.45	45.86	0.00	2.27	0.00	0.00	32.74	4.20	6.66	28	3	0	3	508	1	0	0	47
min	short	user9	9	src+tgt	no	52.72	2789	9_269	es	en	50	14	7.72	45.00	0.00	0.00	1.57	0.00	0.00	37.67	5.76	52	2	0	2	861	2	0	2	40
min	short	user9	9	src+tgt	no	31.99	722	9_269	es	en	70	15	7.94	24.05	0.00	0.00	0.00	0.00	0.00	18.35	5.69	0	0	0	0	84	1	0	0	4
min	short	user9	9	src+tgt	no	28.01	2365	9_269	es	en	35	16	1.39	26.62	0.00	0.00	5.40	0.00	14.82	3.17	3.22	11	0	1	1	120	0	0	1	70
min	short	user9	9	src+tgt	no	40.35	1553	9_269	es	en	40	17	1.22	39.13	0.63	1.36	0.00	2.26	11.09	15.03	8.76	30	2	0	2	219	1	0	1	169
min	mid	user9	9	src+tgt	no	37.77	2075	9_269	es	en	40	18	5.50	32.27	0.00	1.90	0.00	0.00	17.28	10.59	2.50	9	1	0	1	234	2	0	1	22
min	mid	user9	9	src+tgt	no	45.09	594	9_269	es	en	35	19	3.59	41.50	0.00	10.59	0.00	0.00	19.12	0.83	10.96	3	2	0	2	319	1	0	0	186
min	mid	user9	9	src+tgt	no	59.15	451	9_269	es	en	30	20	3.40	55.75	0.00	0.00	4.26	0.00	30.77	9.13	11.59	23	1	0	1	372	2	0	1	100
max	long	user9	9	tgt	no	26.51	6	9_236	es	en	30	1	4.53	21.98	0.00	16.72	0.00	0.00	0.00	0.00	5.26	13	0	1	0	0	0	0	0	137
max	long	user9	9	tgt	no	30.78	1327	9_236	es	en	70	2	5.50	25.28	0.00	19.62	0.00	0.00	0.00	0.00	5.66	60	0	1	0	0	0	0	0	143
max	long	user9	9	tgt	no	29.72	1656	9_236	es	en	30	3	3.94	25.78	0.00	10.73	9.12	0.00	0.00	0.00	5.93	6	0	1	0	0	0	0	0	134
max	short	user9	9	tgt	no	59.57	2830	9_236	es	en	80	4	3.82	55.75	18.88	5.10	7.99	0.00	0.00	0.00	23.78	35	0	2	0	0	0	2	0	191
max	short	user9	9	tgt	no	42.99	1149	9_236	es	en	35	5	12.12	30.87	0.00	0.00	7.76	0.00	0.00	0.00	23.11	55	0	5	0	0	0	4	0	265
max	short	user9	9	tgt	no	26.01	973	9_236	es	en	10	6	14.55	11.46	0.00	0.00	0.00	0.00	0.00	0.00	11.46	0	0	0	0	0	0	0	0	7
max	short	user9	9	tgt	no	40.53	2108	9_236	es	en	35	7	11.42	29.11	11.13	17.69	0.00	0.00	0.00	0.00	0.30	19	0	1	0	0	0	0	0	0
max	mid	user9	9	tgt	no	24.64	1589	9_236	es	en	30	8	9.09	15.55	0.00	0.00	2.36	0.00	0.00	0.00	13.19	10	0	1	0	0	0	0	0	227
max	mid	user9	9	tgt	no	22.87	607	9_236	es	en	65	9	3.72	19.15	0.00	5.79	5.70	0.00	0.00	0.00	7.66	16	0	1	0	0	0	0	0	145
max	mid	user9	9	tgt	no	26.69	1501	9_236	es	en	70	10	5.04	21.65	0.00	7.99	1.53	0.00	0.00	0.00	12.13	56	0	3	0	0	0	3	0	101
min	long	user9	9	tgt	no	26.89	178	9_236	es	en	20	11	7.97	18.92	0.00	5.39	4.54	0.00	0.00	0.00	8.99	57	0	2	0	0	0	1	0	121
min	long	user9	9	tgt	no	27.92	82	9_236	es	en	30	12	3.77	24.15	0.00	21.31	0.00	0.00	0.00	0.00	2.83	39	0	1	0	0	0	0	0	80
min	short	user9	9	tgt	no	41.14	1306	9_236	es	en	30	13	13.20	27.94	24.18	0.00	0.00	0.00	0.00	0.00	3.76	10	0	1	0	0	0	0	0	16
min	long	user9	9	tgt	no	47.93	1992	9_236	es	en	40	14	5.27	42.66	0.00	35.77	0.00	0.00	0.00	0.00	6.89	64	0	2	0	0	0	1	0	85
min	long	user9	9	tgt	no	55.44	2366	9_236	es	en	30	15	3.65	51.79	0.00	32.84	13.12	0.00	0.00	0.00	5.83	89	0	1	0	0	0	0	0	84
min	short	user9	9	tgt	no	31.03	1132	9_236	es	en	75	16	5.45	25.58	0.00	0.00	6.09	0.00	0.00	0.00	19.48	8	0	2	0	0	0	2	0	102
min	short	user9	9	tgt	no	36.01	2373	9_236	es	en	15	17	14.56	21.45	0.00	6.73	3.70	0.00	0.00	0.00	11.02	10	0	1	0	0	0	1	0	87
min	mid	user9	9	tgt	no	44.47	603	9_236	es	en	40	18	4.60	39.87	18.82	6.63	3.83	0.00	0.00	0.00	10.59	65	0	2	0	0	0	1	0	45
min	mid	user9	9	tgt	no	24.23	846	9_236	es	en	50	19	17.90	6.33	0.00	0.00	0.63	0.00	0.00	0.00	5.70	19	0	1	0	0	0	1	0	82
min	mid	user9	9	tgt	no	38.52	1068	9_236	es	en	40	20	23.66	14.86	0.00	0.00	6.29	0.00	0.00	0.00	8.56	11	0	1	0	0	0	0	0	79
